,algo,compute_time,false_positives_ratio,noise_ratio,results,seed,true_positives_ratio
319,CAML_07VEJJ,21.295042037963867,0.04,2.0,[],9,0.92
320,FINDER_1D,1.090209722518921,0.12,2.0,"{'sigma': 42.11584232829397, 'threshold': 10.0}",9,1.0
321,FINDER_1D_loop,0.9838826656341553,0.04,2.0,"{'sigma': 50.97648438932928, 'threshold': 10.0}",9,0.96
322,dbscan,0.0038874149322509766,0.0,2.0,[],9,0.0
323,OPTICS,5.709762334823608,0.04,2.0,[],9,0.8
324,CAML_87B144,23.42386531829834,0.12,2.0,[],10,0.84
325,CAML_07VEJJ,21.29017663002014,0.04,2.0,[],10,0.88
326,FINDER_1D,0.9781830310821533,0.16,2.0,"{'sigma': 37.78169314145839, 'threshold': 10.0}",10,1.0
327,FINDER_1D_loop,0.9421203136444092,0.0,2.0,"{'sigma': 48.58357425937264, 'threshold': 10.0}",10,0.88
328,dbscan,0.003694295883178711,0.0,2.0,[],10,0.0
329,OPTICS,5.44969916343689,0.0,2.0,[],10,0.88
